Date,FRPH,GAIA,GCBC,HUBG,FITB,FONR,HA,CALM,HSIC,FCCY,FORD,HSKA,FWRD,FBNC,FMBI,GIFI,GILT,FNLC,FLIC,HIBB,EBAY,HBAN,FMBH,HELE,GSBC,FCAP,FLEX,EMCF,HDSN,HTLF
20/04/2000,21.5,15.75,7.88,11.88,63.63,2.31,2.063,3.938,14.38,14,2,3,31.81,14.75,23.31,14.19,88.67,15,29.88,22.06,150.3,19.19,32.25,6.313,17.69,10.62,68.81,14.88,2,15.25
24/04/2000,19.63,15.06,7.88,12.69,64.58,2.34,2.125,3.813,14.13,14,2.188,2.875,30,14.75,23.5,14.75,80.5,14.75,29.88,24.25,141.9,19.31,32.25,6.281,17.88,10.62,63.75,14.88,2,15.25
25/04/2000,21,15.75,9,11.75,68,2.19,2.125,3.813,14.5,14.5,2,2.875,30.19,15.44,24.5,14.63,86.63,14.75,30.06,23.25,153.6,19.94,32.25,6.313,18.06,10.62,65.38,15,1.938,15.25
26/04/2000,21.19,16,8.62,11.81,65.5,2.16,2.063,3.81,14.38,14.5,2,2.938,32.38,15.25,24.88,14.38,84.25,14.75,30.5,22.69,149.3,19.31,32.5,6.563,17.94,10.5,65.44,15,1.875,14.75
27/04/2000,20.13,18.75,8.62,11,63.44,2.12,2.063,3.813,14,14.5,2.125,3,31.81,15.25,24.94,15.88,81.5,15,31.13,23.63,161.9,18.56,32.5,6.344,18,10.5,69,15,1.875,14.62
28/04/2000,20.12,19.5,8.38,12,63.13,2.09,2.125,3.813,13.98,14.5,2,2.75,34.38,15.19,24.88,15.13,85.88,15,31.13,24,159.2,18.25,32.5,6.625,17.88,11,70.25,15,1.875,14.62
01/05/2000,19.38,20.5,8.38,11.69,63.19,2.09,2.063,3.75,15,14.5,2,2.5,33.81,15,24.63,15.25,89.25,15,30.69,24.88,155.6,18.25,32.88,6.813,19.5,11,66.44,15,1.938,14.62
02/05/2000,19.37,21.25,8.38,11.5,63.38,2.06,2.063,3.75,14.94,14.5,2.25,2.375,34.81,15.5,23.69,15.75,85.25,14.5,30.75,24.25,143.4,18.25,32.87,7.125,17.75,11,64.25,15,1.938,14.62
03/05/2000,19.37,22.38,8.38,11.75,61,2.03,2.313,3.75,14.88,14.5,2.5,2.375,36.75,15.88,22.88,15.5,81.13,14.75,30.75,24.06,140,18.06,32.38,7.063,17.31,11,58.5,15,1.813,15.25
04/05/2000,19.37,23,8.38,12.38,58.75,2.03,2.375,3.875,15.63,14.5,2.5,2.375,36.06,15.87,23.56,15.56,84.5,14.75,30.88,24.5,136.9,17.19,32.5,7.25,17.31,11,57.13,15,1.813,15.25
05/05/2000,19.37,23.75,8.38,13.62,59.13,2.03,2.438,3.813,15.38,14.5,2.375,2.375,35.88,15.88,23.75,16,82,14.88,30.87,24.5,134,17.44,32,7.219,17.31,11,54.5,15,2.031,15.25
08/05/2000,20,23,8.38,13.5,60.94,2.03,2.438,3.813,16.38,14.5,2.25,2.5,35.69,15.88,23.63,15.75,80.88,14.88,30.87,24.81,128.5,17.63,32,7.25,17.56,11,52.44,15,2.188,14.5
09/05/2000,20,24,8,13.94,62.13,2.03,2.5,3.813,17,14,2.25,2.438,36.25,15.5,23.63,15,77.52,14.87,31.13,25.06,121.2,16.88,32,7.688,17.38,11,50.63,15,2.188,15.12
10/05/2000,20,23.25,7.62,13.69,61.81,1.91,2.5,3.813,16.06,14,2.063,2.438,35.88,14.88,22.25,15.75,71.19,14.87,31,25,111,16.5,32,7.469,17.31,11,46.31,15.25,2,14.5
11/05/2000,20,23,7.62,13.56,64.25,2,2.438,3.563,16.13,14,2.063,2.563,36,15.75,23.25,15.31,71.94,14.87,31.19,24.75,117.8,16.75,32,7.844,17.31,11,51.13,15.5,2.25,14.75
12/05/2000,20,23,7.62,13.75,66.13,1.94,2.5,3.625,15.88,14,2,2.313,34.25,15.69,23.13,15.5,71,14.87,31.19,24.44,121.3,17.25,32,7.25,17.31,11,53.25,15.5,2,14.75
15/05/2000,20,21.88,7.62,14,66.88,1.81,2.438,3.625,16.69,13.75,1.875,2.125,34.13,15.69,23.38,16.88,72.75,14.87,31.06,24.56,127.5,17.39,32,7.375,17.06,11,57.77,15.5,2,14.75
16/05/2000,20,21.75,7.62,14.25,66.25,1.5,2.438,3.625,17.06,14.37,2,2.125,33.63,15.69,23.63,16.44,81.25,14.75,31,24.38,134.9,17.25,32,7.375,16.75,11,56.25,15.5,2,15
17/05/2000,20,20.13,7.62,14,65.5,1.69,2.375,3.625,17,14.37,2.063,2.688,32.86,16,23.5,16.06,79.94,14.5,31,24.25,128.1,17.06,32,6.938,16.88,11,54.13,14.62,2.281,14.75
18/05/2000,20,19,7.62,14.62,66.94,1.81,2.375,3.62,17,14,2.188,2.563,31.5,15,23.38,16,79.31,14.5,31.13,24.25,124.1,17.94,32,7,16.88,11,52.13,14.62,2.094,14.75
19/05/2000,20,17,7.62,13.38,65.69,1.91,2.5,3.625,16.75,14,2.125,2.188,32.38,14.75,22.88,15.75,76.88,14.5,31,24.31,118.2,17.31,32,6.875,16.75,11,51.19,14.62,2,14.75
22/05/2000,20,18.5,7.62,13.12,67.44,1.91,2.375,3.563,17.13,14.5,2,2.063,31.88,14.75,23.5,15.63,74.13,14.5,31.38,24.5,136.2,17.94,32.5,6.688,16.75,11,50.19,14.75,2.188,15
23/05/2000,20,18.75,7.62,12.88,66.94,1.94,2.375,3.5,16.63,14.5,2,2,31.25,14.25,23.5,15.5,71,14.63,31,22.38,116,18.5,32.38,6.625,17.31,11,49.63,14.75,2.188,14.75
24/05/2000,20,17.25,7.75,11.88,67.69,1.94,2.5,3.375,16.75,14,1.875,2,33.5,14.5,25,15.75,68.56,14.92,31.31,23.25,129.9,18.81,30.5,6.5,16.63,11,50,14.75,2,14.75
25/05/2000,18.63,17.5,7.75,11.75,67.38,2.37,2.438,3.313,16.75,14,1.938,2,32.5,14.63,24.69,15.75,71.44,14.63,31.06,22,60.5,18.44,30,6.375,16.75,11,50.13,14.75,1.875,15
26/05/2000,18.62,18.63,7.75,12.38,68.13,2.31,2.438,3.313,16.75,14,2,2,32.19,14.38,24.38,16.13,71.94,15,31,21.88,61.94,19,30,6.438,16.94,11,48,14.75,1.875,15.5
30/05/2000,18.62,18.63,7.75,12.69,68.56,2.37,2.438,3.313,17.25,14.12,2,2.031,32.31,16.75,24.5,16.69,78.13,15,31.06,22.13,67.02,18.94,30,6.5,17,11,50.06,14.75,1.875,15.5
31/05/2000,18.62,18.63,7.75,12.75,68,2.31,2.5,3.31,17.63,13.75,2,2,32.06,15.5,24.63,17.31,80.56,14.87,31.56,19.37,65.5,19.38,29.75,6.563,17,11,54.44,14.75,2.125,15.25
01/06/2000,18.88,19.25,7.88,11.06,70,2.34,2.5,3.375,18.06,13.75,2.063,2,31.88,15.75,24.94,18.31,82.13,15,32.75,19.44,67.38,19.94,31,6.438,16.81,10.13,62.88,14.75,2.063,14.87
02/06/2000,18.88,19,7.75,11.62,71.56,2.47,2.5,3.875,18.25,13.75,2,2,31.63,15.75,25.06,16.38,84.44,15,32.31,20,77.19,20.44,30,6.438,16.94,10.13,67,14.75,1.875,14.87
05/06/2000,18.88,19,7.69,12,70.06,2.72,2.5,3.625,17.81,13.75,2.188,2.063,31.63,15.25,24.75,17,85.88,15,32.31,20.31,75.44,19.56,30,6.438,16.75,10.13,66.56,14.75,1.875,14.88
06/06/2000,18.88,19,7.75,11.06,70,3.06,2.438,3.813,17.94,13.75,2.375,1.938,31.44,15.25,24.84,17.5,82.69,15,32.31,20.25,71.81,19,31,6.438,16.88,10.13,65.13,14.75,2,15.5
07/06/2000,18.88,18.13,7.69,12.62,70.94,2.91,2.625,3.938,17.94,13.75,2.313,2,31.63,16.94,24.69,17.38,83.13,14.75,32.31,21.38,75.63,19.56,29.75,6.5,16.75,10.13,63.56,14.75,1.875,15.5
08/06/2000,18,18.25,7.69,12,68.75,2.69,2.688,3.875,18,12.88,2.375,2,31.88,15.25,24.31,17.31,85.25,15.13,33.75,21.25,71.69,19.13,30.75,6.531,16.75,10.13,62.5,14.75,1.938,15.5
09/06/2000,18,18.88,7.69,11.56,67.13,2.91,2.75,4.063,18,12.37,2.25,2.125,35.03,15.25,24.11,17.5,89,15.13,33.38,21,73.19,18.81,29.75,6.5,16.56,10.75,64.88,14.75,1.875,15.5
12/06/2000,20.25,19,7.69,11.5,67.94,2.72,2.75,3.938,17.94,12.25,2.25,2.125,32.88,15.25,24.13,17.5,88.13,15.13,33.38,20.5,66.81,19.06,30,6.438,16.06,10.75,65,14.62,1.938,15.5
13/06/2000,20.25,18.38,8,11.38,67.75,2.66,2.625,4.375,17.88,12.25,2.438,2.031,33.5,14.63,24.94,17.5,86.69,15.13,34.13,20.31,68,18.88,30,6.563,16,10.75,64.56,14.62,1.938,15.5
14/06/2000,18.25,18.25,8,11.75,67.44,2.72,2.625,4.38,18,12.25,2.25,2,33.31,14.5,24.56,17.5,84,15.13,34.25,19.38,62.75,18.52,29,6.5,15.88,10.62,68,14.62,1.875,15.5
15/06/2000,18.94,18.38,8,11.94,64.06,2.81,2.563,4.313,18.31,12.5,2.25,2.031,33.5,14.5,24.06,17.5,78,14.88,34.23,22,64.06,17.44,29,6.438,16.13,10.62,69.31,14.87,1.969,15.25
16/06/2000,15.63,18.38,7.88,12.03,60.06,2.81,2.5,4.125,17.75,11.5,2.188,2.031,33.38,14.25,23.31,17.38,77.13,14.87,34.23,23.5,61.13,17.25,29,6.25,16.06,10.62,71.31,14.62,1.781,15.25
19/06/2000,18.75,19.31,8,11.75,63.61,2.81,2.563,4,17.56,11.5,2.375,2,35.25,13.81,23.88,17,76,14.87,34.23,22.31,59.88,17,29,6.25,16.13,10.62,71.5,14.62,1.781,15.25
20/06/2000,18.63,19,8,11.69,62,2.53,2.5,4.063,17.19,11.5,2.188,1.938,33,13.28,23.94,17.25,78.5,14.87,34.23,22.63,62.31,16.88,29,6.125,16.06,10.62,73.38,14.62,2.125,15.25
21/06/2000,18.62,18.75,7.88,11.69,60.75,2.5,2.5,4.063,17.19,11.25,2.188,1.969,34.19,13.25,23.44,18.25,78.23,14.87,34.23,22.25,61.75,16.75,29,6.156,16.06,10.62,75.69,14.62,1.75,15.25
22/06/2000,18.38,19.5,7.88,11.38,61.88,2.37,2.5,4,17.5,11.25,2.156,1.938,34.63,13.88,22.63,18,72.81,14.87,34.23,20,58.19,16.44,29,6.063,15.88,10,71.5,14.87,2.188,15.25
23/06/2000,18.38,18.75,7.88,10.5,61.56,2.28,2.5,3.875,16.88,11.25,2.125,1.688,35.06,13,22.75,18.31,71.94,14.87,34.23,20.25,53.88,16.69,29,4.813,16,10,71.13,15.25,1.906,15.25
26/06/2000,18.38,19.38,7.88,11.75,62.75,2.28,2.5,3.875,16.81,11.25,2.188,1.875,36.19,13.56,23.38,18,74.25,15.25,34.23,23,52.44,16.75,28.25,5.094,15.81,10,71.63,15.25,1.875,15.25
27/06/2000,18.38,20.5,8.12,12.38,64.06,2.19,2.5,3.875,16.5,11.25,2.125,1.781,36.94,13.63,23.88,18.69,71.5,15.25,34,21.63,52.44,16.69,28.25,5.313,15.56,10,69.63,15.25,1.75,15.62
28/06/2000,18.38,23.5,8.12,11.88,64.13,2.12,2.5,3.875,16.81,11.25,2.203,1.938,41,13.75,24.75,18.5,71.88,15.06,34,23,52,17,28.13,6.063,15.63,10,68.75,15.25,1.75,14.12
29/06/2000,19,22.19,7.75,13.62,62.75,2.12,2.5,3.875,17.25,11.25,2.125,2.125,39.06,13.25,24.81,19,68.63,15.06,33.88,23.5,51.69,16,28,6,16.56,10,67.06,15.25,1.875,14.13
30/06/2000,17.19,18.5,7.75,14.94,63.25,2.09,2.625,3.875,17.25,11.25,2.125,2.125,40,13.88,23.25,17,69.38,15.06,33.88,23.5,54.31,15.81,29,5.594,17.38,10.75,68.69,15.25,1.875,14.25
03/07/2000,17.19,18.06,7.75,13.19,65.19,2.17,2.563,3.688,17.5,11.75,2.156,2,38.69,13.88,24.06,17.06,71.56,15.06,33.88,22.88,52.81,16.94,29,5.688,16.63,10.75,69.25,15.25,1.75,14.25
05/07/2000,17.63,17,7.81,14.19,66.56,2.12,2.563,3.5,16.94,11.75,2.063,2,39.5,13.75,23.5,16.88,68.69,15,33.5,23.88,50.56,17.31,29,5.25,16.25,10.75,65.31,15.25,1.75,14.25
06/07/2000,18.13,17.5,7.81,13.19,68.19,2.09,2.625,3.5,17.06,11.75,2.063,2.063,38.5,13.75,23.94,17,72,15,33.63,25.5,51,17.63,29,5.375,16.25,10.75,68.63,15.25,1.969,14.25
07/07/2000,18.13,17.31,7.81,13.25,70.63,2.03,2.563,3.563,16.94,11.75,2.156,2,38.5,14.5,24.75,17.38,74.31,15,33.62,25.28,49.75,17.81,29,5.625,16.19,10.75,69.38,15.25,2,14.25
10/07/2000,18.13,18.56,7.81,13.12,68.94,2.06,2.563,3.56,16.5,12,2.156,2.031,38.06,13.88,24.38,16.75,76.13,15,33.62,24.88,48.06,17.75,29,5.5,16.63,10.75,70.63,15.25,1.938,14.25
11/07/2000,18,18.25,7.81,12.25,68.06,2.06,2.5,3.75,15.63,12.25,2.125,2,37.38,13.63,24.44,18.48,77.5,15,33.91,24.5,43.94,18,29,5.438,16.13,10.75,71.61,15.25,1.875,14.25
12/07/2000,20,18.56,7.75,12,68.06,2.03,2.5,3.688,15,12.12,2.25,2.031,37.13,13.62,24.69,18.5,84.75,14.88,33.91,24.38,52.63,16.44,28,5.531,15.75,10.75,73.75,14.62,2.063,14.25
13/07/2000,18.5,18.38,7.75,11.94,67.31,2,2.625,3.69,14.94,12,2.25,2,37.13,13.69,24.56,17.63,88.88,14.75,33.91,23.75,53.44,15.88,28,5.563,15.75,10.75,79.63,15.5,2,14.25
14/07/2000,18.5,18.31,7.88,12.5,69.63,1.91,2.563,3.625,15.06,12,2,1.953,37.25,13.69,24.56,17.88,89.94,14.75,34.19,23.75,61.19,16.44,28,6.188,15.75,10.75,83.75,14.62,2,14.25
17/07/2000,17.38,18,7.88,12.62,44.63,1.87,2.563,3.625,14.63,12,2,1.938,37.5,13.69,25.13,17.94,89.63,14.75,33.63,24,60.19,16,28,6.625,15.75,10.75,84.56,14.62,2,14
18/07/2000,17.38,17.89,8.25,12.12,43.31,1.87,2.563,3.688,14.31,12,2.031,1.875,36.38,13.69,24.81,18.13,87.75,14.75,33.88,23.81,57.5,16.42,28,6.688,15.63,10.5,79.94,14.62,2,14
19/07/2000,19.25,18.13,8.25,12.12,43.19,1.87,2.5,3.69,14.44,12,2,2,37.31,13.69,24.38,18.38,85.19,14.75,33.88,23.31,56.88,16.56,28.38,6.719,15.94,10.5,76.19,14.62,2,14
20/07/2000,19.25,18,8.38,12.5,44.25,1.87,2.5,3.688,14.5,12,1.875,1.75,37.13,14,24.75,18,84.75,14.5,34.44,22.94,61,16.81,28.38,6.75,15.63,10.5,80.69,14.62,2.25,14.5
21/07/2000,19.25,18,8.38,12.5,43,1.87,2.375,3.688,14.13,12,2.063,1.875,39.75,14,24.56,17.94,83.5,14.88,34.44,23.5,58.75,16.63,28.38,6.719,15.44,10.5,80.44,14.62,2.063,14.5
24/07/2000,19.25,18,8.38,13.06,42.5,1.87,2.438,3.688,13.88,12.31,1.875,2,41.13,14.5,24.25,17,84.13,14.87,34.13,24.44,55.13,16.81,28.38,6.531,16.13,10.75,82.88,14.87,1.875,14.5
25/07/2000,19.25,18.06,8.38,13.12,42.31,2.31,2.375,3.625,13.63,12.31,1.938,1.875,41.63,14.44,24.5,16.63,86.5,14.87,34.5,24.88,56.25,16.75,28.38,6.844,15.5,10.75,83.81,14.62,2,14.75
26/07/2000,19.25,17.81,8.38,12.88,41.25,2.25,2.313,3.625,14.13,12.5,1.875,2,41.25,14.5,25,15.81,87,14.87,34.5,25,52.69,16,28.38,6.5,15.5,10.75,79.88,15.25,1.875,14.75
27/07/2000,19.25,18,8.62,13,42.69,2.62,2.313,3.625,13.81,11.87,1.75,1.813,43.19,14.75,25.44,15,81.25,14.88,34.19,24.75,49.69,16.25,28.38,6.438,15.5,10.75,74,15.25,1.875,14.75
28/07/2000,19.25,18.06,8.5,13.06,42.38,2.87,2.313,3.62,13.75,11.87,1.5,2,43.63,14.75,25.75,14.81,80,14.88,34.25,24.31,46.88,15.88,28.38,5.875,15.73,10.75,69.88,15.25,2.188,14.37
31/07/2000,19.25,18.13,8.12,13.75,41.31,2.47,2.313,3.688,14.06,12.12,1.75,2,45.13,14.75,26.63,15.13,80,14.87,34.75,24.25,50,15.69,28,5.875,15.81,10.75,70.8,15.25,2.063,14.5
01/08/2000,19.25,18.5,8.12,14.19,42,2.69,2.438,3.625,16.75,12.12,2.125,2,48,13.81,26.19,15,80,14.87,34.75,22,48.56,16.06,28,6.25,15.81,10.75,71.06,15.25,2.188,14.37
02/08/2000,18.5,18.25,8.12,14.19,41.69,2.81,2.5,3.625,18.56,11.62,2,2,44.75,13.81,26.56,14.88,80.31,14.63,34.75,22.88,48.88,16.19,28.25,6.281,15.63,10.75,74.06,15.25,2.438,14.5
03/08/2000,17.88,18.25,8.12,14.5,43.5,2.62,2.375,3.62,19,11.75,1.75,2.063,44.13,13.81,26.69,14.88,78.44,15,34.75,22.88,50,16.69,28.25,6.25,15.56,10.75,71.19,15.25,2.125,14.5
04/08/2000,17.75,18.25,8.12,14.5,44.81,2.47,2.375,3.625,18.25,11.75,2,2.063,43.88,14.44,26.5,14.25,84.25,15,34.75,23.5,50.75,17.13,28.25,6,15.56,10.75,71.44,14.62,2.438,14.5
07/08/2000,17.75,18.25,8.12,14.12,44.88,2.5,2.438,3.688,18.42,11.75,2,2.063,45.31,14.38,26.25,14,84,15,34.63,22.88,50,17.44,27.5,6.156,15.56,10.88,76.63,14.62,2.813,14.37
08/08/2000,18,17.5,8.19,13.81,44.25,2.45,2.438,3.75,18,11.75,2,2,44.94,14,25.31,14.5,81,15,34.63,23.13,50.25,17.13,27.5,6.188,15.63,10.88,77.63,14.62,2.688,14.37
09/08/2000,18,17.63,8.19,13.81,44.13,2.53,2.438,3.75,18.25,11.75,2,2.125,42,13.81,25.13,15.38,82.63,15.25,34.63,22.88,49.94,17.13,27.5,6.25,15.63,10.87,77.38,14.62,3,14.37
10/08/2000,18.5,17.44,8.25,14,45.63,2.41,2.5,3.75,18,11.75,2,2.094,41.5,14.5,25.5,15.38,82,15.25,35.13,23.13,48.88,17.13,27.5,6.25,15.62,10.5,74.25,14.62,3.438,14.37
11/08/2000,18.5,17.88,8.62,13,46.14,2.44,2.25,3.75,18.06,11.75,2.031,2.094,41.25,13.81,25.88,15.5,79.25,15.5,35.13,23.25,48.5,17.31,27.5,6.219,15.5,10.5,76.06,14.62,3.438,14.37
14/08/2000,18.5,18,8.5,13.12,45.81,2.56,2.438,3.813,18,11.75,2,2.188,41.5,14.38,26.81,15.88,79.63,15.5,35.12,22.5,48.19,17.5,27.5,6.375,15.5,10.5,77.38,14.75,2.938,14.37
15/08/2000,18.5,17.88,8.5,13.06,45.13,2.72,2.375,3.75,17.94,11.75,1.75,2.688,41.69,14.31,26.63,16.5,78.38,15.5,35.12,22.75,51.88,17.25,27.5,6.188,15.5,10.5,79.19,14.75,3,14.37
16/08/2000,18.5,17.88,8.5,13.06,45.31,2.75,2.313,3.75,18.13,11.75,1.75,2.688,41.97,13.88,26.69,15.94,79.63,15.5,35.12,21.25,56.44,17.13,28.25,6.219,15.5,10.5,78.5,14.75,2.938,14.37
17/08/2000,18.5,17,8.5,13.25,45.06,2.62,2.5,3.75,17.88,11.62,2,2.5,40.86,13.88,26.75,17.75,77.13,15.5,35.12,21.81,63.06,17.06,28.25,6.031,15.5,10.5,79.44,14.62,2.813,14.37
18/08/2000,17.88,17.5,8.75,13,44.44,2.69,2.438,3.75,18.13,11.63,1.75,2.375,37,13.88,26.38,17.5,76.25,15.5,35.12,22,55,16.63,28.25,5.875,15.75,10.5,76.63,14.62,2.438,14.37
21/08/2000,17.75,17.25,8.25,13.56,43.75,2.72,2.625,3.375,18.19,11.63,1.688,3.125,37.25,13.75,25.88,17.38,75.25,15.5,35.12,21.75,56.13,16.69,28.25,5.813,15.5,10.5,79.75,14.62,2.813,14.62
22/08/2000,17.5,17,8.38,14.38,44.81,2.5,2.5,3.438,18.13,11.63,1.625,3.813,39.75,13.5,26.06,18.25,74.25,15.38,35.12,21.94,56.75,17,28,5.875,15.56,10.5,78.25,15.18,2.688,14.62
23/08/2000,17.5,17.25,8.38,13.75,44.44,2.73,2.563,3.5,17.94,11.12,1.531,3.438,39.69,13.56,26.06,18.5,73.06,15.38,35.12,22.31,57.81,17.13,27.88,5.563,15.56,10.5,79.75,15.19,2.5,14.75
24/08/2000,17.5,17.19,7.62,14,44.63,2.69,2.5,3.5,18,11.56,1.375,3.375,41.13,13.56,26.25,18.31,73.88,15.5,35.12,22.25,61.38,16.81,28,5.438,15.5,10.5,79.38,15.19,2.813,14.37
25/08/2000,17.38,17,8.5,14,44.5,2.62,2.5,3.563,18,11.56,1.5,2.969,43.5,13.88,26.19,18,72.63,15.5,35.12,23.13,62.19,16.75,28,5.563,15.69,11,81.69,15.19,3.063,14.37
28/08/2000,17.31,16.94,8.5,13.88,44.88,2.56,2.5,3.438,17.75,11.56,1.469,3.25,44.63,13.88,26.25,17.75,76,15.5,34.75,23.5,62.94,16.5,28,5.75,15.5,11.25,80.5,15.19,2.813,14.62
29/08/2000,17.31,17.25,8.25,13,43.75,2.56,2.5,3.625,17.88,11.56,1.156,3.813,45,13.88,25.44,18.25,77.56,15.5,34.75,23.63,61.13,16.44,28,5.625,15.63,11.25,83.25,15.19,2.875,14.37
30/08/2000,17.31,17.5,9,12.88,44.38,2.53,2.563,3.5,18.38,11.56,1.094,3.625,44.88,14,25.5,18.63,79,15.5,34.75,23.5,61.06,16.5,28,5.531,15.62,11.25,81.69,15.25,2.75,14.37
31/08/2000,17.38,17.88,9,13.5,46.19,2.5,2.5,3.438,18.38,11.56,1.125,3.75,45.88,14.25,25.81,18.5,80.25,15.5,35.25,22.63,62,16.88,28,5.625,15.62,11,83.31,15.12,2.625,14.37
01/09/2000,17.38,18.06,9,13.44,45.44,2.53,2.438,3.438,18.63,11.12,1.375,3.875,42.25,14.25,25.5,18,79.13,15.5,34.88,23.63,62.88,16.81,28,5.625,15.88,11,83.13,15.12,2.531,14.37
05/09/2000,17.38,17.75,9,13.12,45.75,2.44,2.438,3.563,18.38,11.12,1.5,4,41.13,14,25.5,16.63,78.06,15.5,34.88,25.06,67.5,16.94,28,5.625,15.75,11,86,15.12,2.813,14.37
06/09/2000,17.38,18,9,12.88,47.13,2.31,2.5,3.375,18.13,11,1.469,4.125,41.88,14.75,25.69,17.75,78.5,15.5,34.88,24.75,65.63,17,28,5.563,15.75,11.63,88.25,15.12,2.75,14.37
07/09/2000,17.75,16.44,8.88,13.12,47.56,2.31,2.563,3.563,17.94,10.5,1.469,4.125,45,15,25.69,18,76,15.5,35.13,26.63,66.63,17.5,28,5.25,15.75,11.25,87,15.12,3,14.37
08/09/2000,17.75,16.38,8.88,12.75,48.75,2.28,2.5,3.5,18,10.5,1.594,4.063,44.06,15,25.88,17.5,72,15.5,35.5,26.19,65.8,18.19,28,5.563,15.75,10.5,87,15.12,3,14.5
11/09/2000,17.44,16.98,8.62,12.38,49.44,2.25,2.563,3.625,18.44,10.75,1.5,4,43.88,14.94,25.31,17.13,73.5,15.75,35.5,26.5,64.75,18.44,28.13,5.5,15.75,10.5,83.75,15.12,2.938,14.37
12/09/2000,17.44,16.98,8.69,12.56,49.38,2.3,2.5,3.5,18.13,10.75,1.5,3.656,44.5,14.5,24.94,17.06,72,16,35.25,25.88,62.19,18.69,28.25,5.5,15.75,10.5,82.88,15.12,3.125,14.37
13/09/2000,17,17.25,8.69,12.38,48.88,2.25,2.5,3.5,18,10.75,1.625,3.344,42.06,14.75,25.13,17.06,70.75,16,35.25,27,62.5,18.75,28.25,5.625,15.63,10.38,82.98,15.12,3,14.37
14/09/2000,16.19,17,8.69,12,48.69,2.12,2.438,3.5,18.25,10.75,1.5,3.281,41.56,14.63,25.19,16.88,72,16,35.25,27,68.44,18,28.25,5.563,15.63,10.38,83.94,15.12,3,14.62
15/09/2000,15.88,17.25,8.69,11.81,47.69,2.16,2.438,3.594,18.38,10.75,1.594,3.313,42.63,14.75,24.81,17.5,70.56,16,35.38,27,67.44,17.75,28.25,5.5,15.75,10.38,81.56,15.12,2.938,14.5
18/09/2000,17.25,16.81,8.69,11.31,46.38,2.03,2.438,3.563,18.31,10.75,1.563,3.25,45.5,15.06,24.94,17.05,70.88,15.13,34.88,27,66.06,16.75,28.25,5.406,15.75,10.38,80.63,15.12,2.969,14.5
19/09/2000,15.88,16.94,8.5,11.5,47.94,2.05,2.438,3.625,18.63,10.75,1.625,3.125,44,14.88,25.63,17.31,71.13,15.13,34.88,26.88,65.69,17.31,28.25,5.438,15.94,10.38,83.88,15.12,3,14.37
20/09/2000,15.88,17.19,8.56,10.62,47.56,2,2.375,3.563,18.5,10.75,1.531,3,44.06,15,25.94,17,75.23,15.13,34.94,26.88,76.56,17.13,28.5,5.25,15.75,10.38,83.63,15.12,2.719,14.37
21/09/2000,15.88,17.13,8.62,10.12,47.56,2.03,2.438,3.563,18.56,10.62,1.438,2.938,41.25,15.13,25.88,17,72.63,15.13,34.94,27.25,71.19,16.75,28.5,4.875,15.75,10.5,84.06,15.12,3,14.62
22/09/2000,15.88,17.13,8.62,10.5,48.5,2.12,2.375,3.5,18.56,10.37,1.375,2.875,45.09,13.5,25.88,17.19,70.19,15,35.25,26.75,71.86,16.69,28.5,5.625,15.75,10.5,83.38,15.12,2.875,14.37
25/09/2000,15.88,18.63,8.62,11.38,49.19,2.25,2.438,3.25,18.81,10.62,1.469,2.813,41.31,14.38,25.75,17.5,73,15,35.06,26.63,72.38,17.06,28.5,6.063,14.88,10.5,85.75,15.12,2.781,14.37
26/09/2000,15.88,17.75,8.62,11.06,50.56,2.03,2.5,3.25,18.88,10.63,1.5,2.875,37.13,14.5,25.69,18.69,72.44,15.5,35.06,25.63,70.69,16.81,28.5,5.5,14.88,10.5,85.81,15.12,2.813,14.37
27/09/2000,15.88,17.19,8.5,11.06,53,2.06,2.5,3.25,19.5,10.37,1.469,3,39.13,15,25.88,18.25,72.75,15.38,35.06,26.13,63.5,17.13,28.5,5.5,14.88,10.5,84.56,14.75,3,14.37
28/09/2000,15.88,17.88,8.5,10.25,53.19,2.02,2.5,3.31,19.88,11,1.5,3,38.31,15.38,26.81,17.69,76.88,15.75,35.75,27.38,69.13,17.63,28.5,5.438,15.44,10.5,86.5,14.75,3,14.37
29/09/2000,15.88,17.88,8.5,9.56,53.88,2,2.5,3.25,19.94,10.94,1.469,2.938,35.19,15.5,26.63,17.63,76.88,15.75,40.5,26.5,68.69,14.69,28.5,7.125,15.19,10.75,82.13,14.75,3,14.37
02/10/2000,15.88,18.25,8.5,9,57.25,2.12,2.5,3.38,22.13,10.94,1.5,2.81,35,15,26.31,17.06,75.31,15.75,37.63,25.75,66.88,15.25,28.5,6.25,15.25,10.75,82,15.25,2.875,14.37
03/10/2000,16.25,18.25,8.5,8.12,56.5,1.94,2.375,3.188,21.5,10.25,1.375,2.5,36.38,14.88,25.88,17.06,74.81,15,37.25,27,62,15.13,28.5,6.188,15.13,10.75,82.94,14.75,3.125,13.88
04/10/2000,16.25,18,8.25,8.12,57,2,2.313,3.188,21.31,10.25,1.406,2.469,37.44,15,26,16.88,72.25,15,37.25,23.56,64.63,14.94,28.5,6.406,15.38,10.75,79.06,14.75,2.875,13.5
