Date,RMV.L,AHT.L,EXPN.L,RTO.L,ABF.L,STJ.L,BATS.L,PRU.L,GVC.L,SMIN.L,CPG.L,SPX.L,SSE.L,BA.L,VOD.L,SDR.L,SLA.L,RB.L,TSCO.L,RR.L,ANTO.L
03/06/2014,221.1000061,890.5,1036,117.1999969,3017,784.5,3569.5,1374,456.5,1313,1100.579956,2984.590088,1563,424.6000061,207.5500031,2574,542.1079712,4999.410156,297.5,1056,790
04/06/2014,222.3000031,900,1035,117.0999985,3048,786.5,3568.5,1370,456,1315,1112.73999,3004.300049,1551,424.2000122,205.1000061,2592,549.651001,4999.410156,293.5,1062,778
05/06/2014,221.1999969,917,1032,116.5,3034,795,3535,1373.5,459,1323,1105,3025.040039,1559,423.6000061,204,2610,552.8629761,4999.410156,291.6499939,1070,778
06/06/2014,222.1000061,922,1050,116.6999969,3027,827,3541,1383,460,1342,1116.050049,3093.47998,1556,427.2000122,207,2674,558.8699951,4955.430176,290.5499878,1076,772.5
09/06/2014,222.6999969,922.5,1055,117,3057,816.5,3531.5,1380,458.5,1342,1111.630005,3089.330078,1570,430.6000061,207.9499969,2665,555.5170288,5004.299805,294.1000061,1071,781
10/06/2014,219.8999939,922,1054,117.9000015,3061,812.5,3545.5,1369,456,1347,1116.050049,3085.179932,1576,430.2999878,208.8500061,2669,554.4000244,5014.069824,295.3999939,1076,773
11/06/2014,218,912.5,1049,117.9000015,3044,811,3543,1370,455,1307,1106.109985,3059.26001,1557,425.7999878,199.3999939,2651,553.8410034,5009.180176,295,1017,769.5
12/06/2014,217.6999969,918,1044,117.0999985,3055,804,3555.5,1371.5,456,1302,1108.319946,3083.110107,1559,426.7999878,196.75,2626,551.7459717,5072.709961,292.1000061,1027,749.5
13/06/2014,212.8999939,887,1028,115.3000031,3025,784,3520,1347,456,1281,1097.819946,3004.300049,1569,426.1000061,195,2571,539.1740112,5062.939941,292,1020,746.5
16/06/2014,213.5,887,1005,114.0999985,2997,768,3514.5,1346.5,456,1269,1101.130005,2966.959961,1564,418.3999939,194.1000061,2567,535.1240234,5072.709961,288.8500061,1005,748.5
17/06/2014,216.8999939,831.5,1002,113.9000015,2990,758,3544.5,1350.5,457.5,1285,1109.420044,2942.070068,1561,417.5,195.25,2558,533.0280151,5106.919922,290.0499878,1011,755.5
18/06/2014,220,830,1000,114.5999985,3050,758.5,3542,1355.5,456,1289,1109.420044,2946.219971,1562,417.5,198.1000061,2531,532.4699707,5058.049805,292.1000061,1010,757.5
19/06/2014,218,863.5,1003,114,3071,755.5,3585,1345.5,456,1289,1119.369995,2953.47998,1575,424.2000122,194.8500061,2550,533.3079834,5111.810059,290.8999939,1092,765
20/06/2014,218.6000061,855,1005,115,3086,746.5,3596,1345,450.5,1292,1112.73999,2979.409912,1579,428,191.8500061,2560,529.6760254,5150.910156,290.3500061,1085,770.5
23/06/2014,215.3999939,854,998.5,115,3065,748.5,3544.5,1338,449,1288,1105,2943.110107,1583,423.6000061,191.5,2544,522.9710083,5092.259766,292,1053,779
24/06/2014,212.6000061,827,990.5,112,3054,741.5,3560,1329.5,449,1277,1105,2885.040039,1581,425.7999878,190.6499939,2504,519.8980103,5087.379883,289.3500061,1032,779
25/06/2014,208.6000061,841.5,968.5,111,3015,749.5,3522,1318.5,445,1265,1106.109985,2787.550049,1564,422.8999939,189.8000031,2474,518.6409912,5009.180176,285.25,1045,762.5
26/06/2014,214.3999939,866,977,112.6999969,3038,767.5,3495,1321,441,1286,1113.839966,2829.040039,1568,425,194.25,2498,521.4349976,4916.330078,285.2000122,1046,763.5
27/06/2014,214.1000061,873.5,985.5,111.5,3042,772.5,3476,1338,440.5,1295,1122.680054,2828,1566,431.6000061,196.25,2507,523.809021,4974.970215,283.75,1069,764.5
30/06/2014,214.3999939,875,988,111.4000015,3049,762,3478,1341,440.5,1297,1123.790039,2834.219971,1567,432.8999939,195,2506,522.552002,4984.75,284.2000122,1069,763
01/07/2014,217.1000061,894.5,985.5,111.8000031,3032,774.5,3524,1360.5,437,1299,1138.150024,2797.929932,1584,432.5,196.0500031,2540,528.559021,4994.52002,284.1499939,1070,769.5
02/07/2014,218.6999969,914.5,986,113.6999969,3097,777,3531.5,1371.5,437,1282,1150.310059,2825.929932,1595,424.7000122,194.5500031,2533,526.6030273,4950.540039,284.9500122,1048,781.5
03/07/2014,226.3000031,934.5,1003,116.4000015,3098,791.5,3584,1383.5,437.5,1297,1155.829956,2864.300049,1595,427.7000122,196.5500031,2540,535.2630005,5033.620117,290.7999878,1063,820
04/07/2014,230.6999969,936.5,1021,116.5,3125,787,3603,1380.5,437.5,1303,1158.040039,2882.959961,1589,429.3999939,198.3500061,2536,534.7050171,5009.180176,290.8500061,1063,827
07/07/2014,228,926.5,1006,114.5999985,3125,783.5,3575,1378,441.5,1293,1150.310059,2858.070068,1591,426.3999939,196.8500061,2528,530.2349854,4994.52002,289.2000122,1057,815.5
08/07/2014,216.6999969,907,996.5,112.5999985,3045,767.5,3555.5,1380,452.5,1271,1066,2807.26001,1582,420,191.0500031,2497,530.6539917,4930.990234,283.0499878,1057,811.5
09/07/2014,212.6999969,914,997,115.5999985,3000,767.5,3547.5,1371.5,450.5,1250,1064.959961,2766.810059,1560,416.6000061,191,2494,528,4906.560059,279.5,1046,817.5
10/07/2014,207.8999939,878.5,1003,116.0999985,2958,755.5,3521,1359,442.5,1240,1048.319946,2682.810059,1547,419.1000061,188.9499969,2489,526.184021,4851.819824,280.7000122,1039,812
11/07/2014,210,881,1021,116.3000031,2949,756,3528,1364.5,446,1239,1045.199951,2655.850098,1547,417.3999939,189.4499969,2498,527.5809937,4887.009766,278.1000061,1037,809.5
14/07/2014,215,896,1036,116.6999969,2950,763.5,3595.5,1375,452.5,1246,1048.319946,2721.179932,1544,418,192.1000061,2533,531.072998,4955.430176,284.4500122,1050,814.5
15/07/2014,213.1000061,879.5,1029,114.5999985,2897,750,3532,1364.5,455,1233,1035.319946,2717.040039,1542,416.3999939,194,2480,526.4630127,4887.009766,281.9500122,1041,810
16/07/2014,214,892,1027,116.8000031,2900,765,3508.5,1394,455,1251,1048.319946,2760.590088,1543,422.2999878,195.8999939,2500,535.4030151,4916.330078,287.1499939,1061,824.5
17/07/2014,217.1000061,907,1028,116.3000031,2876,751.5,3535,1385,447.5,1225,1047.280029,2756.439941,1523,418.5,195.25,2457,526.6030273,4891.890137,284.75,1040,812
18/07/2014,217.1000061,923,1033,116.1999969,2842,753.5,3532,1372,436,1224,1045.199951,2755.409912,1528,417.2000122,195.25,2435,530.2349854,4921.220215,285,1032,805.5
21/07/2014,218.3000031,917,1026,116.0999985,2808,750.5,3500,1362,439,1230,1040,2748.149902,1529,420,194.3999939,2450,527.7210083,4901.669922,288.6499939,1032,815.5
22/07/2014,220.3000031,937.5,1038,118.3000031,2831,774.5,3528.5,1377.5,438,1249,1050.400024,2820.73999,1541,423.7000122,195.6499939,2496,534.7050171,4974.970215,277.3500061,1044,831
23/07/2014,215,946,1029,119.1999969,2874,782.5,3550,1381.5,426,1255,1049.359985,2868.439941,1498,425.1000061,197,2491,532.8889771,5009.180176,276,1043,834
24/07/2014,219.8000031,953.5,1039,118.5,2894,793.5,3557,1390,416,1259,1058.719971,2895.409912,1480,429.1000061,197.8500061,2515,534.4249878,5018.959961,274.7999878,1046,847
25/07/2014,217,947,1031,118.1999969,2868,789.5,3539.5,1397,420.5,1259,1055.599976,2880.889893,1465,427.3999939,202.0500031,2505,534.7050171,4955.430176,270.3500061,1053,847
28/07/2014,220.8000031,934,1029,118.9000015,2850,790,3547.5,1397,421.5,1261,1048.319946,2864.300049,1471,427.1000061,202.0500031,2494,534.4249878,5087.379883,268.5,1054,845.5
29/07/2014,226.5,931.5,1035,119.3000031,2861,771,3567.5,1395,438,1277,1048.319946,2889.179932,1473,425.5,202.8999939,2499,533.3079834,5102.040039,269.1499939,1047,855
30/07/2014,223.3999939,915,1032,119,2804,755,3523.5,1378.5,437.5,1276,1022.320007,2870.52002,1462,425,202.1999969,2499,526.4630127,5175.339844,265.8999939,1055,816
31/07/2014,227.5,893.5,1017,118.5,2778,726.5,3483,1367.5,436.5,1275,1006.200012,2824.889893,1457,427.7999878,198.1000061,2390,523.5300293,5126.470215,258,1040,810.5
01/08/2014,223.1000061,900,1009,116.0999985,2775,717.5,3443.5,1342.5,421.5,1285,995.2800293,2764.73999,1438,426.1000061,196.4499969,2329,510.5390015,5097.149902,253.6000061,1040,809.5
04/08/2014,223.1000061,888,1008,117.9000015,2759,715.5,3417.5,1348.5,422,1290,987.4799805,2749.179932,1440,425.6000061,196.3999939,2304,509.0029907,5033.620117,250.6999969,1039,811
05/08/2014,221.5,887.5,1012,119,2786,727.5,3445,1338.5,426,1294,988,2774.070068,1447,426.6000061,195.75,2321,516.8250122,5072.709961,251.1000061,1037,811.5
06/08/2014,222.1999969,871,1000,120.0999985,2742,712,3447,1330,425,1287,998.4000244,2791.699951,1456,422.2999878,197.8999939,2298,500.3429871,4974.970215,245.5500031,1040,822.5
07/08/2014,224.1000061,880,1002,120.5,2740,720,3416.5,1331,421,1280,996.8400269,2896.439941,1461,420.8999939,195.9499969,2274,506.348999,5009.180176,243.8000031,1044,806.5
08/08/2014,225.5,869.5,1001,121.0999985,2686,714.5,3418,1326.5,422.5,1248,991.6400146,2928.590088,1455,421.3999939,191.8999939,2213,505.651001,4930.990234,247,1046,806.5
11/08/2014,230.8000031,906.5,1011,122.8000031,2715,724,3448.5,1339,422.5,1255,996.3200073,2963.850098,1462,428.6000061,193.5,2295,509.0029907,4970.089844,246.3000031,1046,823
12/08/2014,229.6999969,894.5,1015,122.4000015,2769,724.5,3448,1368.5,422.5,1257,995.7999878,2983.550049,1452,433,193.5,2288,506.4890137,5018.959961,243.3500061,1040,821.5
13/08/2014,232.1000061,893.5,1019,123.5,2774,733.5,3478.5,1404,424,1258,998.4000244,3012.590088,1466,435.7000122,197.1999969,2295,512.6350098,5077.600098,244.1499939,1039,809
14/08/2014,241.1999969,894.5,1022,124.4000015,2786,739,3501.5,1417.5,426,1255,999.960022,3026.070068,1482,437,196.3000031,2291,511.9360046,5136.240234,245.1999969,1047,813
15/08/2014,240.3000031,907.5,1032,122.8000031,2807,737,3519,1420,437.5,1266,996.8400269,3000.149902,1489,437,197.5500031,2292,514.7299805,5170.450195,248,1048,807
18/08/2014,241.3999939,917.5,1044,125.0999985,2855,738.5,3550.5,1415.5,441,1300,997.3599854,3020.889893,1493,438.7999878,200,2301,518.2219849,5136.240234,247.9499969,1054,811
